Genename,baseMean,log2FC,lfcSE,stat,p_value,padj
OR51A9P,0.207654097,1.292563597,1.867202883,0.69224593,0.488782899,NA
RNU6-127P,0.114486621,1.29102958,3.53901889,0.364798725,0.715261657,NA
POTEC,30.16259179,1.290967852,1.891687105,0.682442593,0.494959131,0.922300922
RNA5SP131,0.095908566,1.290645234,3.233336237,0.399168271,0.689769221,NA
HTR3C,0.898072776,1.289652919,0.938841542,1.373664097,0.169545988,NA
MYO3B-AS1,1.105488359,1.288907564,1.263962786,1.019735374,0.30785398,NA
MIR6859-4,0.679990761,1.288902208,0.903966849,1.425829066,0.153917689,NA
GLYAT,30.29048859,1.288736579,0.969151687,1.329757349,0.183598233,0.78587391
NKX3-1,937.0819087,1.288676411,0.651693765,1.977426333,0.04799346,0.562818041
EIF1AY,0.156435937,1.288534167,2.005840672,0.642391086,0.520619286,NA
RTN1,864.4495369,1.287507258,0.524255919,2.455875483,0.014054184,0.377006999
RNVU1-19,1.876662906,1.28588622,0.82651099,1.555800509,0.119755537,NA
RNU6-893P,0.374945095,1.285739091,1.459253095,0.881093962,0.378266965,NA
RNA5SP243,0.287366634,1.283575333,1.18311183,1.084914629,0.277959468,NA
RNU6-1008P,0.305210143,1.283561941,2.01970476,0.63551959,0.525089594,NA
MIR4428,0.121040402,1.28355149,4.530795817,0.283294931,0.776950762,NA
DACH2,6.572695853,1.28346802,0.691977699,1.854782345,0.063627314,0.611623227
KRT8P41,13.23185853,1.281287248,0.675685053,1.89627881,0.057923187,0.595334895
BX072579.2,0.136211491,1.280192278,2.184092364,0.586143837,0.55777886,NA
CAVIN2,734.6825817,1.279997116,0.664748923,1.925534696,0.0541625,0.585307373
LINC02435,2.510326019,1.279726764,0.843393869,1.517353648,0.12917742,NA
LENEP,5.047383212,1.278153387,0.566252681,2.257213837,0.023994716,0.452400455
LINC00472,137.2139116,1.277590046,0.543284602,2.351603635,0.018692682,0.412743004
SBSPON,1086.241343,1.275160958,0.612871188,2.080634534,0.03746737,0.518001277
KLF17P1,0.875983287,1.2742677,0.835148558,1.525797642,0.127060268,NA
CYCSP5,0.229225217,1.270495741,1.761813152,0.721129672,0.470829736,NA
PSG1,0.43096992,1.270067956,1.760135039,0.721574157,0.470556333,NA
GOLGA8M,0.411987297,1.269436226,1.022002683,1.242106549,0.214197253,NA
LINC01844,6.176582444,1.269389684,0.910869212,1.39360258,0.163437649,0.76449607
H2BP6,0.486952672,1.26841743,1.085955357,1.168019865,0.242798752,NA
SNORD13P3,0.294215668,1.266817662,1.32449625,0.956452434,0.338843705,NA
AZGP1P2,5.925259132,1.26679082,0.814821348,1.554685358,0.120021024,0.713001528
PLCXD3,68.56314053,1.266105339,0.839466944,1.508225366,0.131496857,0.731783494
SNX18P13,3.571839353,1.263327709,0.869173425,1.453481748,0.146090044,NA
CYP4F25P,0.798261119,1.262891201,0.891696318,1.416279483,0.156693692,NA
ARAP1-AS1,0.484117564,1.262327618,1.095968001,1.151792403,0.249406391,NA
LINC02753,1.12113613,1.259766644,0.992186988,1.269686722,0.204196244,NA
LHFPL3-AS1,1.594619877,1.25951533,1.529093888,0.823700454,0.410109782,NA
NTM-AS1,0.448770944,1.258912528,1.927506081,0.65313025,0.513672312,NA
HSPD1P11,6.684481605,1.258582686,0.787351461,1.598501747,0.109931357,0.699250277
SSTR1,27.26503174,1.258470373,0.658729959,1.910449579,0.056075352,0.589031974
DLGAP1-AS3,0.542083623,1.255297352,1.063248458,1.180624663,0.237751862,NA
ELL2,2977.713664,1.253566746,0.278481772,4.501431943,6.75E-06,0.00901151
LHCGR,2.870745634,1.253179571,0.96624061,1.296964295,0.194643472,NA
RPS4Y1,2.586781814,1.252850558,1.686076095,0.743056948,0.457447203,NA
GPAA1P2,1.307915634,1.252786172,0.604806638,2.071382974,0.038323021,NA
PRLH,3.814070354,1.252549932,0.867010819,1.444676242,0.148548846,NA
LUZP2,104.187476,1.251002157,0.786195937,1.591209134,0.111562518,0.702318568
LINC01819,255.2395191,1.249899748,0.845245298,1.478742031,0.139209274,0.741238382
MIR5692B,0.214737832,1.249811634,1.666781763,0.749835198,0.453353967,NA
TCEAL2,67.79970276,1.249638951,0.780501686,1.60107143,0.109361099,0.699250277
ALDH1L1,201.5529649,1.249295992,0.708438649,1.763449797,0.077824657,0.640260574
TESMIN,2224.561061,1.247890636,0.532840177,2.34196048,0.019182746,0.417718522
FRMD1,19.86013408,1.246354218,0.657494118,1.895612728,0.058011273,0.595584107
HGD,548.3266588,1.24463626,0.734361793,1.694854324,0.090103059,0.665189263
C4A-AS1,0.115096102,1.243698948,3.179652311,0.391143064,0.69569149,NA
CYB5AP4,0.105930713,1.24362728,3.209387877,0.387496721,0.698388512,NA
LINC02677,12.92169273,1.243358918,0.698424324,1.780234271,0.075037629,0.634575235
FDPSP3,0.441257197,1.241000484,0.930940665,1.333060775,0.18251186,NA
TRABD2B,453.5168578,1.238361324,0.610543871,2.028292124,0.042530442,0.542285582
OPRPN,123.337752,1.237402895,1.482353267,0.834755738,0.403855252,0.892006061
PIGR,2499.261729,1.233260591,0.900863126,1.368976658,0.171006571,0.772744406
FAM155A,266.1759798,1.233010604,0.646133712,1.90829016,0.056353724,0.589031974
FERD3L,0.220930926,1.230195115,1.747343501,0.704037365,0.481409504,NA
LRRTM4,6.545785116,1.229837154,1.336141703,0.920439165,0.35734331,0.876843884
HSD3B1,3.93606711,1.228884008,1.507796009,0.815020069,0.415060822,NA
SLC22A4,254.8506737,1.22678652,0.454484772,2.699290702,0.006948745,0.301134377
RNU6-890P,0.871194023,1.226460415,0.71262832,1.721037995,0.085243929,NA
PSD2-AS1,0.561316202,1.225204647,1.431869908,0.855667572,0.392181682,NA
MEIS3P2,69.5090534,1.22472948,0.678375485,1.805385818,0.071014329,0.625984661
CAPN11,86.86421516,1.22430773,0.505846072,2.420316768,0.015506992,0.385698151
IGF1,210.3521829,1.222012405,0.590568214,2.069214657,0.038525948,0.522638772
RPL34P26,0.646085392,1.219997438,0.934090648,1.306080348,0.191525235,NA
TMEM229A,0.327545649,1.219556177,1.641186109,0.743094382,0.457424541,NA
RPS29P31,0.150309268,1.216014541,2.363346244,0.514530845,0.606880901,NA
SYNM,3494.867266,1.215328917,0.626943654,1.938497838,0.052562514,0.58220042
NHP2P2,0.434201615,1.215109344,1.060230431,1.146080426,0.251761876,NA
ADGRD2,53.09789169,1.214807462,1.175059411,1.033826418,0.301217319,0.85093314
LINC01154,0.47102013,1.21332775,0.886757929,1.368273924,0.17122635,NA
ABCC2,197.5336359,1.211344984,0.762781525,1.588062825,0.112272133,0.703229224
CALB2,646.6586439,1.210880449,0.703229081,1.721886199,0.085090135,0.657967531
RNA5SP492,0.1335205,1.21049374,2.589374721,0.467484961,0.640152949,NA
HLF,485.2151928,1.208466,0.527886471,2.289253593,0.022064622,0.437365963
G6PC2,2.518292973,1.208332735,1.054977048,1.145364003,0.252058403,NA
NTN3,9.395996108,1.206952273,0.597483424,2.020059845,0.04337718,0.546008065
LINC01497,2.253837552,1.206188419,1.133445876,1.064178224,0.28724797,NA
OR2A3P,0.525356089,1.205232594,1.17837221,1.022794482,0.306405028,NA
OPN4,5.775299505,1.201408512,0.704878785,1.7044186,0.088302911,0.663503994
GRAMD4P1,4.898681018,1.200546716,1.721411463,0.697419961,0.485540013,NA
RNU5B-1,0.435386989,1.199614216,1.134555979,1.057342465,0.290355319,NA
MIR4470,0.266057075,1.198692129,1.449010812,0.827248575,0.408096185,NA
MYH11,4296.964598,1.197577479,0.640660724,1.869284994,0.061583175,0.604328795
SI,0.257474423,1.195613026,1.778758659,0.672161465,0.50148091,NA
LGALS12,240.3543913,1.195450506,0.873865913,1.368002216,0.171311382,0.772945416
DDX11L10,4.687923384,1.195171286,0.863646243,1.38386671,0.166399272,NA
TRAJ35,0.464531247,1.193437657,1.130880125,1.055317563,0.291280111,NA
LINC02365,1.589234751,1.191785062,0.824274842,1.445858833,0.1482168,NA
GLULP3,1.012517616,1.191075525,0.738187078,1.613514459,0.106632785,NA
CASQ2,107.7933279,1.190893571,0.623187212,1.910972414,0.056008126,0.589031974
RN7SKP137,0.161626236,1.190663898,2.585093416,0.460588345,0.645093975,NA
OCM2,0.143846801,1.18883527,2.854454905,0.416484166,0.677055752,NA
FAM90A20P,1.808611379,1.186794693,1.02048263,1.162973928,0.24484008,NA
MIR125B1,0.457531468,1.186222824,1.216380439,0.975207087,0.329457548,NA
FAM170A,1.604344504,1.185363193,0.74496339,1.591169725,0.111571384,NA
HCCAT5,0.870557964,1.184742895,0.958270757,1.236334184,0.216334369,NA
LINC01474,1.209601706,1.184712656,0.874054125,1.355422533,0.175282975,NA
PNMA6B,0.497954698,1.18443428,1.440431029,0.822277676,0.410918879,NA
GAPDHP23,0.531934045,1.184364082,0.852186835,1.38979392,0.164591465,NA
ANGPT4,26.70398425,1.18363361,0.552743882,2.141378037,0.032243565,0.49364304
TCEAL5,31.96454209,1.183065364,0.813090004,1.455023871,0.145662653,0.746757472
CCDC175,4.194719322,1.181973147,1.262878711,0.935935602,0.349306345,NA
RNA5SP515,0.941728668,1.181344127,0.89978855,1.312913047,0.18921225,NA
SLC13A2,236.3767432,1.181131121,0.865580303,1.364554065,0.17239325,0.77347601
SHE,537.4616037,1.180045109,0.40046231,2.94670704,0.003211773,0.22388213
BASP1-AS1,4.458666409,1.17977028,0.616885125,1.912463491,0.055816771,NA
PDE3B,377.0649762,1.179725067,0.545786966,2.161511981,0.030655812,0.48614568
HSPD1P9,0.473640455,1.179486743,1.076993721,1.095165849,0.273443984,NA
IGDCC3,166.4759276,1.179377455,0.920366717,1.281421235,0.20004575,0.79749407
SNRPCP6,0.231314824,1.17838672,1.875184559,0.628411062,0.529734693,NA
OR1L1,0.031939807,1.178232299,5.41862545,0.217441178,0.827864544,NA
SNX29P2,0.638025518,1.177116281,0.955472401,1.231973085,0.217959138,NA
PRSS29P,4.952930057,1.177056422,0.929240024,1.266687176,0.205267167,NA
UGT2B17,47.74299813,1.177013384,1.2496403,0.941881743,0.346253188,0.871939404
ZNF503-AS1,10.16891301,1.176972249,0.555087807,2.120335258,0.033977782,0.50255146
ESRRAP2,17.94953647,1.175417861,0.655384675,1.793477793,0.072896558,0.63177349
LINC02770,0.130726189,1.174683983,3.502100538,0.33542269,0.737306254,NA
GLYATL1P4,55.3578072,1.174590741,1.123352891,1.045611536,0.295740421,0.848641936
LINC01124,49.70451639,1.17389568,0.755488191,1.553823996,0.120226405,0.713171175
MIR2276,0.181302401,1.172807451,1.873403645,0.626030303,0.531295066,NA
AOX3P,2.68994159,1.172051787,0.634929191,1.845956689,0.064898494,NA
BNIP3P9,1.184488183,1.168922461,0.72829298,1.605016789,0.10849011,NA
PWRN1,0.43280059,1.168675,1.391211842,0.840041009,0.400885393,NA
MIR6514,0.69788537,1.16856217,0.731167825,1.598213336,0.109995507,NA
RNU6-1175P,0.227819166,1.168445919,2.579523219,0.452969723,0.650570543,NA
TPSD1,133.986222,1.165489246,0.931144867,1.251673384,0.210688903,0.804695809
COX6CP16,0.759249612,1.164685206,0.945140356,1.232288093,0.217841486,NA
LINC01877,0.951485596,1.164276545,0.785951734,1.481358835,0.138510978,NA
ADAM18,0.460585632,1.16362099,1.601517577,0.726573974,0.467486977,NA
TAF11L12,0.179776728,1.163571228,3.076482539,0.3782148,0.705271032,NA
YAP1P1,1.23317134,1.163081426,0.726013282,1.602011224,0.109153128,NA
RNGTTP1,0.348880173,1.162592964,1.225649027,0.948552921,0.342848045,NA
TRAJ27,0.402154143,1.161597549,1.279657667,0.907740858,0.364015152,NA
LAMA3,2464.5948,1.161104022,0.553610849,2.097328878,0.035964472,0.51051957
ADAMTS19-AS1,9.167369471,1.161012684,0.899337084,1.290964984,0.19671582,0.795406487
RNA5SP85,0.401972892,1.160338742,1.784660559,0.650173355,0.51558025,NA
CMA1,45.08283295,1.159595979,0.788098314,1.471384926,0.141187048,0.742825617
CST8,0.37967554,1.159146083,1.498215022,0.773684729,0.439117253,NA
PCK1,152.2836488,1.158840566,0.9668859,1.198528767,0.230711231,0.815413262
WBP1LP1,0.19484164,1.158628903,1.88148562,0.615805346,0.538022999,NA
RNA5SP193,0.027195331,1.157432507,5.418847367,0.213593856,0.830863791,NA
PFN1P8,1.466592888,1.157379604,0.868308215,1.332913341,0.182560244,NA
RSL24D1P1,0.342527275,1.157291665,1.132241594,1.022124316,0.306722066,NA
LINC00561,0.418685452,1.15711261,1.893531778,0.611086977,0.541142001,NA
LINC02624,0.259242338,1.155964049,1.745852187,0.662120229,0.507894173,NA
SLC35F1,31.73864812,1.154853063,0.457636268,2.523517355,0.011618733,0.354845279
EGFEM1P,2.733238505,1.15464966,0.674196155,1.71263163,0.08678033,NA
ADAM28,627.3810244,1.153929323,0.39457745,2.924468501,0.00345045,0.231467687
CNTN6,13.5370331,1.152988691,0.729671724,1.580147143,0.114073173,0.706370571
RNU2-13P,0.934704018,1.150155096,1.428964081,0.804887339,0.420884695,NA
SLC25A6P1,0.502167645,1.149736688,1.239861738,0.927310403,0.353765394,NA
RPS23P6,3.681945062,1.149033148,0.678357746,1.693845401,0.090294664,NA
PGM5P4,3.287786106,1.148939651,0.737263405,1.558384213,0.119142197,NA
RNVU1-21,4.513499224,1.147457858,0.5867835,1.955504641,0.050523536,NA
SPECC1P2,0.115116755,1.146824493,2.626590652,0.436620945,0.66238627,NA
FUT8-AS1,45.6272976,1.146028417,0.514442685,2.227708645,0.02589995,0.461996609
FABP4,4224.664187,1.145764824,0.867346948,1.32099943,0.186501554,0.788170412
FP565260.5,0.200261492,1.145652596,1.871741278,0.612078501,0.540485821,NA
ALDH1L1-AS1,0.695128126,1.144313385,0.738439563,1.549637156,0.12122863,NA
GSTM1,2306.291452,1.143760917,1.069676741,1.069258472,0.284953218,0.841838232
FCN2,60.67370207,1.143124085,0.82909569,1.378760134,0.167968722,0.768957733
SLC2A4,112.1255324,1.142286304,0.562584831,2.030424997,0.042313358,0.541517966
CEACAMP10,0.337790108,1.141398351,1.703250094,0.670129627,0.50277516,NA
TSLP,33.25257922,1.141263621,0.623659696,1.829946089,0.067258001,0.617148853
RFPL4B,3.978795978,1.140600056,0.771058309,1.479265631,0.139069335,NA
RPS7P6,0.401089986,1.139536646,1.150844588,0.990174223,0.322088969,NA
WIF1,432.716688,1.139168235,1.181108887,0.964490444,0.334800097,0.866751203
AOC3,2350.097943,1.137868975,0.544098367,2.091292758,0.036501829,0.513472959
DNM1P32,0.040567792,1.137375695,5.418685628,0.209898816,0.833746647,NA
MIR101-2,0.288265303,1.13607914,3.278805608,0.346491764,0.728973172,NA
HSPB6,677.0206254,1.134046583,0.641874018,1.7667744,0.077266018,0.640260574
MIR4511,0.04066649,1.133265014,5.418729407,0.209138514,0.83434011,NA
TPM1-AS,59.38612077,1.133234775,0.54647173,2.073729915,0.038104401,0.521595029
ASXL3,38.01465357,1.130032748,0.564387267,2.002229345,0.045260071,0.554747088
ASB4,12.84895701,1.130006585,0.657985204,1.717373853,0.085910886,0.658501791
BOK-AS1,2.621885178,1.129881641,0.751969531,1.502563061,0.132951755,NA
PSG4,32.49124779,1.128560319,1.309574733,0.861776186,0.388810692,0.885120791
C8orf86,15.23527753,1.127468074,0.935944555,1.204631265,0.228345681,0.815413262
LINC00243,47.63566274,1.125682392,0.598878096,1.879651969,0.060155526,0.600877552
RNU6-411P,0.141013722,1.125355316,2.18942931,0.513994816,0.607255615,NA
FAM228A,8.7645322,1.124201868,0.512269599,2.194551208,0.028195807,0.474141752
TRBV25OR9-2,0.055445466,1.118356845,5.418514597,0.206395466,0.836482012,NA
MIR450B,0.058464931,1.118356845,5.418514597,0.206395466,0.836482012,NA
LINC00604,0.047056712,1.118356845,5.418514597,0.206395466,0.836482012,NA
LINC00410,0.052574936,1.118356845,5.418514597,0.206395466,0.836482012,NA
SNTG2,27.11460631,1.118171889,0.660680636,1.692454459,0.090559356,0.66526604
FAIM2,581.1519863,1.117994146,0.754603543,1.481564932,0.138456096,0.740352268
NEK10,748.4691222,1.116911505,0.771697373,1.447343927,0.147800622,0.750582931
LINC01381,0.482983514,1.11652437,1.452997496,0.768428282,0.442232783,NA
OSTN,1.327289018,1.11636739,1.213283915,0.92012049,0.357509798,NA
MCCD1,13.05627017,1.115118673,1.434331033,0.777448613,0.436894141,0.90271907
LMO7DN,1.943293993,1.114353967,0.710563502,1.568267952,0.116818612,NA
SPINT3,0.390048674,1.113857684,2.003505728,0.55595433,0.578242076,NA
APOL5,2.501200882,1.11329615,0.687170932,1.620115313,0.105207509,NA
GPR50,0.77684228,1.112348516,1.519936898,0.731838616,0.464267076,NA
OCLNP1,13.94076851,1.111669608,0.979635045,1.134779338,0.256467785,0.826546473
TMA16P1,0.261367289,1.110764152,1.67404556,0.663520861,0.506997023,NA
KLF15,130.2847186,1.110400242,0.505431397,2.196935625,0.028025044,0.47354983
SELENOV,2.674248042,1.108440875,0.987345266,1.122647682,0.261587156,NA
MAGEB10,0.05397714,1.10785917,5.41862543,0.204453913,0.837998804,NA
PFKFB1,80.51642658,1.107178386,0.553675662,1.999687654,0.045534002,0.554787837
LINC01532,0.650005802,1.107095005,1.404280935,0.788371456,0.430479462,NA
STC2,24352.70082,1.10657506,0.759267803,1.457423923,0.144999397,0.746443038
PSG5,6.337493411,1.103775896,0.846738815,1.303561236,0.192383225,0.793278813
INPP5J,1936.108441,1.102769087,0.583108897,1.891188923,0.05859913,0.597711613
DLGAP2,11.57759839,1.102621604,0.567420015,1.943219441,0.05198965,0.57974227
RN7SL828P,0.070425215,1.102211119,4.83979113,0.227739398,0.819848842,NA
SCN2A,94.14991783,1.101817898,0.628384804,1.753412705,0.079531192,0.6429686
IRX2,2354.111595,1.101770562,0.475123389,2.318914595,0.020399668,0.428580361
STAB2,46.29777914,1.101289688,0.585100974,1.882221592,0.059805935,0.600006559
BTNL9,469.8500102,1.100747072,0.572939148,1.921228592,0.054702895,0.586360435
DPRXP6,0.34713394,1.100594975,1.371387968,0.80254093,0.422240122,NA
ATP13A5-AS1,1.78153804,1.099956225,0.909061979,1.209990353,0.226282595,NA
CLDN24,0.514161168,1.099740853,1.165281297,0.943755689,0.345294509,NA
